Sigla,Codigo,Município,Despesa,Receita,score_total,Receita-capital,Despesa-capital,score_capital,PIB
SP,3520426,Ilha Comprida,,,#DIV/0!,"2,314,559",7998002,3.455519,46771
SP,3520442,Ilha Solteira,54641335,101838209,0.5365504372,"4,144,857",4921394,1.187349,580615
SP,3520509,Indaiatuba,235474631,626759280,0.3757018663,"18,151,913",74347298,4.095838,2603389
SP,3520608,Indiana,,,#DIV/0!,"1,208,745",2357132,1.950065,19128
SP,3520707,Indiaporã,8315842,14029654,0.5927332188,"3,178,256",3831935,1.205672,28760
SP,3520806,Inúbia Paulista,7303720,11211386,0.6514555651,"677,933",1247363,1.839950,28128
SP,3520905,Ipaussu,19492706,35325300,0.5518058029,"1,367,752",2692607,1.968637,135551
SP,3521002,Iperó,31019369,56476659,0.5492422709,"586,038",5566008,9.497695,196678
SP,3521101,Ipeúna,11323996,21574572,0.5248769726,"1,923,369",4957123,2.577313,64805
SP,3521150,Ipiguá,4001293,12395060,0.3228135196,"561,299",788709,1.405149,18370
SP,3521200,Iporanga,,,#DIV/0!,"925,668",1564296,1.689910,12180
SP,3521309,Ipuã,24490271,38601042,0.6344458357,"2,927,146",5420464,1.851792,94269
SP,3521408,Iracemápolis,25959019,47408904,0.5475557807,"1,937,678",4723595,2.437761,237835
SP,3521507,Irapuã,9208519,15915378,0.5785925099,"2,548,231",3099447,1.216313,46462
SP,3521606,Irapuru,,,#DIV/0!,"1,642,489",1726015,1.050854,31647
SP,3521705,Itaberá,18916531,34988820,0.5406450017,"1,394,237",3476557,2.493520,136924
SP,3521804,Itaí,30653677,59563827,0.5146357791,"2,493,225",7582843,3.041379,181052
SP,3521903,Itajobi,20062197,34984548,0.573458811,"2,708,822",4061868,1.499496,113369
SP,3522000,Itaju,,,#DIV/0!,"1,356,947",1213957,0.894624,24379
SP,3522109,Itanhaém,118908043,215689685,0.5512922103,"9,981,975",35011187,3.507441,418307
SP,3522158,Itaóca,5731973,10263400,0.5584868026,"1,377,469",1255886,0.911735,10450
SP,3522208,Itapecerica da Serra,149138827,281083516,0.5305854607,"11,955,466",52372764,4.380654,1562163
SP,3522307,Itapetininga,130870706,270689575,0.4834715398,"3,675,122",30993424,8.433305,1137093
SP,3522406,Itapeva,106556109,184749975,0.5767584457,"2,383,118",21429953,8.992399,541989
SP,3522505,Itapevi,179114713,355758625,0.5034725808,"3,448,085",38467155,11.156094,2296110
SP,3522604,Itapira,91367531,164137105,0.5566537238,"3,769,344",13466671,3.572683,775569
SP,3522653,Itapirapuã Paulista,7548644,11391974,0.6626282786,"596,177",1142432,1.916263,11823
SP,3522703,Itápolis,38780145,70977781,0.5463702053,"3,767,715",11046244,2.931815,363388
SP,3522802,Itaporanga,14726997,28596768,0.5149881649,"1,669,228",1532711,0.918216,62235
SP,3522901,Itapuí,0,28530527,0,"414,042",1750173,4.227040,142462
SP,3523008,Itapura,11018876,16667465,0.661100851,"757,386",1904051,2.513979,36581
SP,3523107,Itaquaquecetuba,189922157,367411340,0.5169196924,"17,465,317",40399793,2.313144,1453082
SP,3523206,Itararé,51116396,83625251,0.6112555128,"5,027,213",11418267,2.271292,262933
SP,3523305,Itariri,,,#DIV/0!,"2,153,512",3071459,1.426256,47018
SP,3523404,Itatiba,127845711,237317420,0.5387118718,"7,290,959",20449890,2.804828,1526482
SP,3523503,Itatinga,17143950,45190008,0.3793747825,"53,175",4169531,78.411254,116938
SP,3523602,Itirapina,23313115,42166988,0.5528759881,"1,311,839",3703264,2.822956,104615
SP,3523701,Itirapuã,,,#DIV/0!,"2,036,374",3003774,1.475060,34445
SP,3523800,Itobi,,,#DIV/0!,"417,553",1327411,3.179022,31094
SP,3523909,Itu,151822725,390613009,0.3886781086,"19,779,572",55897841,2.826039,1872285
SP,3524006,Itupeva,68349431,132295181,0.5166433891,"141,808",9837554,69.372236,979548
SP,3524105,Ituverava,,,#DIV/0!,"3,437,301",7660610,2.228670,253079
SP,3524204,Jaborandi,10772128,20478210,0.5260288187,"1,877,299",2307149,1.228973,39528
SP,3524303,Jaboticabal,103164442,172560831,0.5978439091,"10,850,052",12919254,1.190709,746810
SP,3524402,Jacareí,204342208,509219721,0.401284946,"22,768,319",92915371,4.080906,2526193
SP,3524501,Jaci,,,#DIV/0!,"59,648",1454229,24.380058,71610
SP,3524600,Jacupiranga,15689689,32143937,0.4881072728,"3,289,626",3986780,1.211925,105536
SP,3524709,Jaguariúna,99804864,215310261,0.4635397458,"2,236,424",12527743,5.601685,1368149
SP,3524808,Jales,43096543,79772038,0.5402462362,"3,932,257",8828009,2.245023,381252
SP,3524907,Jambeiro,12263301,22532982,0.5442378105,"839,263",3236717,3.856617,315403
SP,3525003,Jandira,,,#DIV/0!,"6,582,770",21670383,3.291985,736366
SP,3525102,Jardinópolis,40791047,83409606,0.4890449515,"2,268,444",10241148,4.514613,240457
SP,3525201,Jarinu,36618941,61099358,0.5993343002,0,5053948,#DIV/0!,190380
SP,3525300,Jaú,114699039,256787822,0.4466685301,"2,620,994",34975787,13.344474,914903
SP,3525409,Jeriquara,7788288,12496564,0.6232343685,"1,124,105",1602551,1.425624,41348
SP,3525508,Joanópolis,14576966,23343411,0.6244573885,"1,608,398",1406362,0.874387,55060
SP,3525607,João Ramalho,8081346,14357928,0.562849028,"485,083",1398966,2.883970,27846
SP,3525706,José Bonifácio,39711792,63835462,0.6220961009,"1,561,898",6030830,3.861219,444423
SP,3525805,Júlio Mesquita,,,#DIV/0!,"1,807,165",2485966,1.375617,17752
SP,3525854,Jumirim,5680422,12908018,0.440069285,"245,836",1307469,5.318469,28540
SP,3525904,Jundiaí,441517394,1223230235,0.3609438203,"15,288,264",136897342,8.954407,8979578
SP,3526001,Junqueirópolis,25441988,39839340,0.6386147113,"2,658,934",4849734,1.823939,124630
SP,3526100,Juquiá,19826374,39959514,0.496161533,"4,111,411",5776021,1.404876,87966
SP,3526209,Juquitiba,25994377,48016458,0.5413639095,"2,187,522",4388047,2.005944,114563
SP,3526308,Lagoinha,6705593,12644708,0.5303082788,"245,000",514432,2.099722,22970
SP,3526407,Laranjal Paulista,29299168,55387593,0.5289843113,"1,368,440",4775143,3.489478,206148
SP,3526506,Lavínia,11113315,20865888,0.5326068465,"911,568",1752002,1.921964,52114
SP,3526605,Lavrinhas,11293853,17089818,0.6608527469,"390,028",1752181,4.492454,33479
SP,3526704,Leme,111559543,200010335,0.5577688894,"5,092,644",16707980,3.280807,675859
SP,3526803,Lençóis Paulista,83081764,172525094,0.4815633574,"3,153,916",15251139,4.835619,948907
SP,3526902,Limeira,222047699,607532824,0.3654908682,"15,247,137",69064667,4.529681,2995056
SP,3527009,Lindóia,11814295,19311495,0.6117752665,"1,963,232",2337034,1.190401,36925
SP,3527108,Lins,68308040,125195535,0.5456108354,"2,496,786",7415535,2.970032,976246
SP,3527207,Lorena,68169537,130701272,0.5215675146,"2,364,017",5099861,2.157286,598531
SP,3527256,Lourdes,5772624,9902415,0.5829510849,"4,585,678",5577452,1.216276,12279
SP,3527306,Louveira,81657034,250569055,0.3258863457,"411,570",36692051,89.151518,3977816
SP,3527405,Lucélia,23829723,39278900,0.6066799817,"3,860,187",6909694,1.789989,107951
SP,3527504,Lucianópolis,6453007,10162359,0.6349910491,"471,000",796781,1.691679,14523
SP,3527603,Luís Antônio,,,#DIV/0!,"929,658",1488042,1.600634,295940
SP,3527702,Luiziânia,7553725,12011079,0.6288964235,"2,595,566",2667778,1.027821,27569
SP,3527801,Lupércio,,,#DIV/0!,"1,474,383",1662292,1.127449,26491
SP,3527900,Lutécia,,,#DIV/0!,"1,116,727",1250101,1.119433,22698
SP,3528007,Macatuba,21364390,46608248,0.4583821761,"1,269,953",2381080,1.874935,343433
SP,3528106,Macaubal,9159268,15753505,0.5814114386,0,2664595,#DIV/0!,44066
SP,3528205,Macedônia,8028824,12154267,0.6605765278,"1,570,495",1403096,0.893410,22637
SP,3528304,Magda,8142215,13418852,0.6067742841,"1,185,540",1755996,1.481178,21886
SP,3528403,Mairinque,54675554,98821166,0.5532777662,"1,761,294",6019605,3.417717,400285
SP,3528502,Mairiporã,71060719,138509465,0.5130387217,"5,201,057",15487998,2.977856,529356
SP,3528601,Manduri,10059574,15824191,0.6357086024,"1,039,700",3157724,3.037151,45818
SP,3528700,Marabá Paulista,10394871,16136003,0.6442035453,"781,901",1092420,1.397134,32979
SP,3528809,Maracaí,21617984,33742583,0.6406736742,"1,242,913",2223302,1.788783,191506
SP,3528858,Marapoama,6772979,11763405,0.5757668586,"1,294,075",1857427,1.435331,36407
SP,3528908,Mariápolis,6308283,10453726,0.6034482492,"716,184",1091104,1.523497,16251
SP,3529005,Marília,302512595,513717194,0.5888699046,"2,450,992",40456239,16.506068,1747755
SP,3529104,Marinópolis,3978531,9736290,0.4086290045,"351,362",592718,1.686915,15217
SP,3529203,Martinópolis,31699085,49151280,0.6449289948,"2,286,289",5626228,2.460856,139771
SP,3529302,Matão,65741429,153228059,0.4290430181,"3,345,215",14726835,4.402358,2614839
SP,3529401,Mauá,,,#DIV/0!,"10,971,642",42946221,3.914293,3280497
SP,3529500,Mendonça,10011814,17436302,0.5741936386,"1,082,871",1732328,1.599755,25944
SP,3529609,Meridiano,7697697,14458610,0.5323953563,"873,234",3631397,4.158561,26351
SP,3529658,Mesópolis,6202660,10481750,0.5917581197,"843,565",1252524,1.484799,21680
SP,3529708,Miguelópolis,33766837,57405594,0.5882150987,"1,674,769",3743912,2.235479,125724
SP,3529807,Mineiros do Tietê,11744523,21350804,0.5500740394,"668,290",3899730,5.835386,50052
SP,3529906,Miracatu,25205834,44855833,0.5619299119,"3,026,015",4017399,1.327620,121975
SP,3530003,Mira Estrela,8585529,13983561,0.6139729841,"3,203,102",3641695,1.136928,15690
SP,3530102,Mirandópolis,,,#DIV/0!,"790,570",3085473,3.902847,129176
SP,3530201,Mirante do Paranapanema,20902415,39538744,0.5286565116,"2,060,523",4215176,2.045682,62217
SP,3530300,Mirassol,47860303,100769883,0.4749464945,"4,765,800",9264301,1.943913,420357
SP,3530409,Mirassolândia,6976111,11308504,0.6168907188,"1,169,272",1707649,1.460438,19978
SP,3530508,Mococa,,,#DIV/0!,"2,028,726",9867488,4.863883,567590
SP,3530607,Moji das Cruzes,379064849,777889377,0.4872991716,"14,422,354",114747079,7.956196,3931161
SP,3530706,Mogi Guaçu,167046386,313886594,0.5321870693,"3,350,674",26061886,7.778104,1305331
SP,3530805,Moji-Mirim,142342907,215945575,0.6591610255,"1,684,682",26916405,15.977144,1219440
SP,3530904,Mombuca,7540975,12249021,0.6156390395,"6,813,517",8330968,1.222712,18715
SP,3531001,Monções,,,#DIV/0!,"867,330",1850779,2.133881,101233
SP,3531100,Mongaguá,77872224,123209751,0.6320297151,"4,218,536",8890432,2.107468,223853
SP,3531209,Monte Alegre do Sul,9767863,18516934,0.5275097307,"1,549,691",4406536,2.843494,57691
SP,3531308,Monte Alto,45800445,92236264,0.4965557254,"7,207,423",9703198,1.346278,452627
SP,3531407,Monte Aprazível,27093927,45066082,0.6012044057,"1,638,827",5716309,3.488049,246995
SP,3531506,Monte Azul Paulista,24345754,43559974,0.5589019305,"2,466,710",4649818,1.885028,169983
SP,3531605,Monte Castelo,8344977,13285530,0.6281252777,"290,509",1094737,3.768341,30910
SP,3531704,Monteiro Lobato,6456281,12516675,0.5158143728,"472,500",1512977,3.202068,22793
SP,3531803,Monte Mor,63949618,130969702,0.4882779501,0,7770667,#DIV/0!,532489
SP,3531902,Morro Agudo,43568035,86049429,0.5063140453,"1,378,395",4987861,3.618601,319458
SP,3532009,Morungaba,13836057,27133607,0.5099232555,"1,236,172",2768778,2.239801,146812
SP,3532058,Motuca,,,#DIV/0!,"890,307",1697291,1.906412,28116
SP,3532108,Murutinga do Sul,7643709,12698859,0.6019209483,"815,374",529542,0.649447,21552
SP,3532157,Nantes,7369247,13869584,0.5313243213,"624,121",1123182,1.799623,41626
SP,3532207,Narandiba,11609341,19181509,0.6052360834,"1,355,349",2368574,1.747575,165097
SP,3532306,Natividade da Serra,10671965,18654675,0.5720799115,"1,493,734",2145842,1.436562,23273
SP,3532405,Nazaré Paulista,16449969,29486718,0.5578772219,"1,007,924",3483869,3.456480,92251
SP,3532504,Neves Paulista,10551211,17623053,0.5987164332,"1,024,950",1913845,1.867257,55981
SP,3532603,Nhandeara,14612270,22896560,0.6381862636,"1,611,526",2416166,1.499303,84696
SP,3532702,Nipoã,6948961,11654703,0.5962366437,"1,745,747",2075571,1.188930,26609
SP,3532801,Nova Aliança,8743924,14822585,0.5899054868,"1,351,459",2147135,1.588753,44673
SP,3532827,Nova Campina,15053044,22945495,0.6560348493,"471,041",1748379,3.711738,62342
SP,3532843,Nova Canaã Paulista,5628939,10324248,0.5452154407,"752,051",1907513,2.536413,16814
SP,3532868,Nova Castilho,6378788,10673744,0.5976148143,"1,458,771",1998747,1.370158,19568
SP,3532900,Nova Europa,14739702,23455203,0.6284192919,"513,916",2588335,5.036493,68649
SP,3533007,Nova Granada,22628684,31690373,0.7140554674,"480,445",1058307,2.202766,102944
SP,3533106,Nova Guataporanga,5933894,9123243,0.6504149759,"390,000",835064,2.141190,7983
SP,3533205,Nova Independência,8008631,16732372,0.4786309736,"539,254",2892546,5.363973,119128
SP,3533254,Novais,7801201,12442428,0.6269838243,"572,111",942120,1.646743,18418
SP,3533304,Nova Luzitânia,6325938,11065071,0.5717033472,"954,303",1649867,1.728871,15030
SP,3533403,Nova Odessa,,,#DIV/0!,"5,076,139",9238843,1.820053,874038
SP,3533502,Novo Horizonte,58253326,80287412,0.7255598898,"2,466,852",7228122,2.930100,419240
SP,3533601,Nuporanga,14832180,25219312,0.5881278716,"2,367,452",2542048,1.073749,73437
SP,3533700,Ocauçu,8041322,12896865,0.6235098487,"1,356,322",3152077,2.323990,26144
SP,3533809,Óleo,6381022,10014687,0.6371664131,"580,000",1033463,1.781833,18789
SP,3533908,Olímpia,58237514,121182054,0.4805787005,"6,473,799",16439345,2.539366,457878
SP,3534005,Onda Verde,8860731,16117227,0.5497677019,"358,300",1760998,4.914865,57876
SP,3534104,Oriente,7528234,12370536,0.6085616899,"506,561",859495,1.696724,26718
SP,3534203,Orindiúva,12026129,23026362,0.5222765517,"814,800",1781427,2.186337,57321
SP,3534302,Orlândia,50106478,106287614,0.4714234872,"1,690,718",11303942,6.685883,412520
SP,3534401,Osasco,799096509,1517726243,0.5265089884,"29,243,341",193481706,6.616265,16236774
SP,3534500,Oscar Bressane,,,#DIV/0!,"1,339,497",956796,0.714295,14070
SP,3534609,Osvaldo Cruz,31962974,52130959,0.6131284532,"5,680,542",10554867,1.858074,193151
SP,3534708,Ourinhos,148380037,228072211,0.6505835874,"17,754,155",28124737,1.584121,794221
SP,3534757,Ouroeste,29991725,54931100,0.5459880525,"48,677",3607954,74.120303,292955
SP,3534807,Ouro Verde,,,#DIV/0!,"787,382",1732116,2.199843,42438
SP,3534906,Pacaembu,15293384,22585224,0.6771411578,"705,725",1465101,2.076023,56034
SP,3535002,Palestina,15961404,27239961,0.5859554633,"990,519",3294644,3.326179,82824
SP,3535101,Palmares Paulista,12121884,18646454,0.6500905598,"960,938",2315181,2.409293,35174
SP,3535200,Palmeira d'Oeste,10387984,17630106,0.5892184835,"1,644,692",3544327,2.155010,62659
SP,3535309,Palmital,27356837,50901531,0.5374462635,"2,346,256",3555882,1.515556,209019
SP,3535408,Panorama,18197666,28391582,0.6409528518,"1,463,940",3312806,2.262938,70311
SP,3535507,Paraguaçu Paulista,58603292,100522434,0.5829872007,"1,891,357",10869740,5.747060,412118
SP,3535606,Paraibuna,26854405,56545792,0.4749143033,"2,012,045",12956841,6.439638,99058
SP,3535705,Paraíso,11126830,19983433,0.5568027299,"855,075",1779906,2.081579,42189
SP,3535804,Paranapanema,,,#DIV/0!,"57,898",5675678,98.028236,174975
SP,3535903,Paranapuã,6916279,11425610,0.6053312473,"1,309,153",1504474,1.149196,26421
SP,3536000,Parapuã,14912803,23790728,0.6268325407,"2,098,640",2300570,1.096219,75475
SP,3536109,Pardinho,11576999,19566207,0.5916833622,"1,096,760",2244269,2.046272,57384
SP,3536208,Pariquera-Açu,19037215,31075973,0.6126023797,"549,446",4160391,7.571977,85955
SP,3536257,Parisi,5823263,10968242,0.5309203399,"997,318",999344,1.002032,12402
SP,3536307,Patrocínio Paulista,18206970,33471982,0.5439465736,"1,106,541",8695082,7.857891,151168
SP,3536406,Paulicéia,,,#DIV/0!,"510,167",997261,1.954775,44482
SP,3536505,Paulínia,462356026,1051784750,0.4395918706,"10,059",130416516,12965.788770,3620810
SP,3536570,Paulistânia,6234260,10233278,0.6092143765,"636,596",1612785,2.533452,13242
SP,3536604,Paulo de Faria,,,#DIV/0!,"1,364,087",2850762,2.089868,73388
SP,3536703,Pederneiras,47010680,82393818,0.5705607655,"1,476,638",11167284,7.562644,313649
SP,3536802,Pedra Bela,7984106,13346643,0.5982108084,"488,847",671700,1.374049,27578
SP,3536901,Pedranópolis,7231300,11230205,0.6439152431,"1,168,974",2199920,1.881923,17763
SP,3537008,Pedregulho,18191710,35153695,0.5174906845,"617,447",1764294,2.857403,131443
SP,3537107,Pedreira,52829269,90573546,0.5832748244,"4,099,609",9817825,2.394820,309776
SP,3537156,Pedrinhas Paulista,7285084,13115095,0.5554732024,"491,560",1357698,2.762019,36869
SP,3537206,Pedro de Toledo,13986026,23440015,0.5966730617,"1,596,595",2932828,1.836926,38571
SP,3537305,Penápolis,80817683,109577035,0.7375421596,"2,175,171",7094438,3.261553,437239
SP,3537404,Pereira Barreto,34903846,68240385,0.5114837276,"3,754,160",8428259,2.245045,324719
SP,3537503,Pereiras,10176599,17768010,0.5727483563,"1,055,930",1533306,1.452090,52582
SP,3537602,Peruíbe,79638753,149854701,0.5314398033,"5,777,558",21411889,3.706045,310149
SP,3537701,Piacatu,8610941,14237227,0.6048186878,"2,519,389",3732280,1.481423,28674
SP,3537800,Piedade,40407240,74207366,0.5445179098,"1,648,026",5686030,3.450206,262975
SP,3537909,Pilar do Sul,27277606,43209667,0.6312847923,"584,639",2836804,4.852235,160354
SP,3538006,Pindamonhangaba,159486603,354537557,0.4498440289,"3,659,360",16265675,4.444951,2087699
SP,3538105,Pindorama,18702861,32309175,0.5788715209,"1,776,419",2857221,1.608416,103003
SP,3538204,Pinhalzinho,12226828,22745854,0.5375409507,"613,318",1458119,2.377429,59586
SP,3538303,Piquerobi,8172869,13276155,0.6156051206,"337,187",814403,2.415286,20063
SP,3538501,Piquete,11423648,21393730,0.5339717534,"2,722,078",3911221,1.436851,49102
SP,3538600,Piracaia,30934437,52496255,0.5892693953,"1,702,537",3947180,2.318411,128794
SP,3538709,Piracicaba,465194097,976941858,0.4761737796,"47,059,723",243129916,5.166412,4877522
SP,3538808,Piraju,39371673,51718329,0.7612711782,"2,397,796",4697530,1.959103,181269
SP,3538907,Pirajuí,20556747,37296548,0.551170233,"1,440,554",1888048,1.310640,106902
SP,3539004,Pirangi,13031297,21691073,0.6007677605,"1,254,876",2270606,1.809427,66259
SP,3539103,Pirapora do Bom Jesus,25307363,40367969,0.6269169173,0,1846448,#DIV/0!,56763
SP,3539202,Pirapozinho,29557733,45001010,0.656823765,"1,509,200",4753629,3.149767,175512
SP,3539301,Pirassununga,65728160,153065018,0.4294133347,"485,189",21185862,43.665136,738024
SP,3539400,Piratininga,16826782,25094640,0.6705329073,"1,438,656",4686886,3.257822,53731
SP,3539509,Pitangueiras,34197895,75210099,0.4546981745,"657,544",6720768,10.221010,251357
SP,3539608,Planalto,10354690,16319713,0.6344896716,"1,176,864",1274440,1.082912,36311
SP,3539707,Platina,7713598,12858789,0.5998697033,"678,413",969169,1.428583,28219
SP,3539806,Poá,137469341,295909883,0.4645648867,"5,894,944",54557488,9.254963,1225818
SP,3539905,Poloni,7913496,13096089,0.6042641165,"1,109,100",1546007,1.393929,36257
SP,3540002,Pompéia,,,#DIV/0!,"1,713,436",3892393,2.271689,230268
SP,3540101,Pongaí,7192528,11698860,0.6148058957,"758,202",1092299,1.440643,21825
SP,3540200,Pontal,38926543,68267261,0.5702080664,"1,119,805",6825378,6.095150,278160
SP,3540259,Pontalinda,6818950,12432242,0.5484891683,"860,451",1223858,1.422345,21057
SP,3540309,Pontes Gestal,7394272,15627150,0.4731683402,"22,000",768410,34.927727,37200
SP,3540408,Populina,9836509,15012290,0.6552303888,"1,214,017",2578191,2.123687,32942
SP,3540507,Porangaba,8469611,17194805,0.4925680084,0,1408247,#DIV/0!,34638
SP,3540606,Porto Feliz,60978353,131449534,0.4638917423,"1,696,476",16620119,9.796849,395928
SP,3540705,Porto Ferreira,59558192,112009398,0.5317249552,"10,433,260",18496857,1.772874,480603
SP,3540754,Potim,26286135,30889788,0.8509652132,"2,268,712",2883336,1.270913,65894
SP,3540804,Potirendaba,20913381,38037377,0.5498113315,"1,346,015",2726474,2.025590,125752
SP,3540853,Pracinha,5376975,7410654,0.7255735996,"1,325,228",1840180,1.388576,8852
SP,3540903,Pradópolis,24652873,44730824,0.5511383532,"2,352,045",2738152,1.164158,285496
SP,3541000,Praia Grande,357038474,751892239,0.4748532515,"62,682,843",59467771,0.948709,1414738
SP,3541059,Pratânia,7606996,13108483,0.5803109608,"747,977",1853904,2.478559,27444
SP,3541109,Presidente Alves,6952211,11325029,0.6138802114,"1,526,164",1718733,1.126179,26251
SP,3541208,Presidente Bernardes,18582709,29117102,0.6382060174,"861,355",2109365,2.448891,68849
SP,3541307,Presidente Epitácio,39625341,69823986,0.5675032749,"2,299,256",8712163,3.789123,200011
SP,3541406,Presidente Prudente,179057321,392680596,0.4559871876,"13,660,707",44435556,3.252801,1898157
SP,3541505,Presidente Venceslau,45441330,74000977,0.6140639202,"3,880,569",10030728,2.584860,206249
SP,3541604,Promissão,39327876,75933162,0.5179275404,"23,105",6441172,278.779600,328982
SP,3541653,Quadra,8176154,13435529,0.6085471832,"354,510",1413332,3.986720,21693
SP,3541703,Quatá,18816475,31374242,0.5997427839,"1,203,388",3147432,2.615476,233314
SP,3541802,Queiroz,8269779,15677611,0.5274897822,"2,382,816",3408897,1.430617,103158
SP,3541901,Queluz,16816020,25566097,0.6577468764,"2,164,376",4872254,2.251112,40950
SP,3542008,Quintana,7165244,14834996,0.4829960384,"1,653,176",2631489,1.591778,32557
SP,3542107,Rafard,13422474,25417329,0.5280835694,"215,000",1484468,6.904502,62976
SP,3542206,Rancharia,38591413,63579754,0.6069764389,"2,157,614",5380516,2.493735,377451
SP,3542305,Redenção da Serra,7592999,12884851,0.5892966089,"136,665",954438,6.983778,18587
SP,3542404,Regente Feijó,23130361,40054851,0.5774671631,"874,688",3533433,4.039648,136793
SP,3542503,Reginópolis,9609400,16770886,0.5729810167,"1,202,973",1492729,1.240866,31666
SP,3542602,Registro,41756552,100088176,0.417197652,"3,958,469",13126219,3.315984,390378
SP,3542701,Restinga,9090456,19425041,0.4679761255,"1,898,136",1368548,0.720996,41818
SP,3542800,Ribeira,6768080,10676734,0.6339092074,"426,020",665503,1.562140,10636
SP,3542909,Ribeirão Bonito,16127472,27718175,0.581837454,"1,116,200",2483340,2.224816,65993
SP,3543006,Ribeirão Branco,14045804,34665588,0.4051800133,"38,574",3583570,92.901129,70296
SP,3543105,Ribeirão Corrente,8524612,13958432,0.6107141377,"1,311,754",979099,0.746405,52092
SP,3543204,Ribeirão do Sul,6324386,12239230,0.5167306625,"292,611",1098888,3.755456,27425
SP,3543238,Ribeirão dos Índios,6373926,11649794,0.547127753,"570,232",1156180,2.027560,13769
SP,3543253,Ribeirão Grande,11712938,22891797,0.5116652854,"2,049,450",2658959,1.297401,41856
SP,3543303,Ribeirão Pires,82265994,205766218,0.3998032075,"17,565,697",36876604,2.099353,842839
SP,3543402,Ribeirão Preto,759518978,1435724113,0.5290145724,"17,501,222",123599791,7.062352,7587178
SP,3543501,Riversul,7294329,13788877,0.5290009135,"1,160,470",1600082,1.378822,21361
SP,3543600,Rifaina,8297181,19060736,0.4353022593,"773,129",4009201,5.185684,20080
SP,3543709,Rincão,14587839,22991854,0.6344785996,"1,608,968",3319074,2.062858,55901
SP,3543808,Rinópolis,11231632,17300402,0.6492121747,"885,419",2065929,2.333278,45059
SP,3543907,Rio Claro,236536182,462492162,0.5114382506,"8,746,749",45971561,5.255846,2232506
SP,3544004,Rio das Pedras,42090367,80587098,0.5222966008,"571,943",7970309,13.935507,408133
SP,3544103,Rio Grande da Serra,23612109,54557337,0.432794384,"7,181,332",11089031,1.544147,217431
SP,3544202,Riolândia,14499584,24439468,0.5932855872,"2,551,051",3912678,1.533751,53471
SP,3544251,Rosana,34206392,60310269,0.5671735914,"5,373,096",6308143,1.174024,403771
SP,3544301,Roseira,11522645,20063725,0.5743023617,"1,681,888",3326486,1.977828,94581
SP,3544400,Rubiácea,7385244,11570056,0.6383066585,"569,500",1443088,2.533956,34725
SP,3544509,Rubinéia,9114310,17104177,0.532870408,"1,586,815",1964831,1.238223,13317
SP,3544608,Sabino,10466304,16979508,0.6164079656,"684,997",1162380,1.696913,36173
SP,3544707,Sagres,5482578,9629047,0.5693790772,"2,115,063",2485328,1.175061,13591
SP,3544806,Sales,9160753,17363021,0.5276013467,"376,439",2015917,5.355223,30013
SP,3544905,Sales Oliveira,10264157,25629020,0.4004896241,"1,045,727",2091205,1.999763,83150
SP,3545001,Salesópolis,18273126,26368219,0.6929981383,"4,791,319",6634184,1.384626,78012
SP,3545100,Salmourão,,,#DIV/0!,"1,683,536",2167173,1.287274,29969
SP,3545159,Saltinho,9468818,17928178,0.5281528639,"553,893",2290324,4.134956,52521
SP,3545209,Salto,97751541,224694788,0.4350414266,"16,087,029",28399710,1.765379,1084320
SP,3545308,Salto de Pirapora,38924025,82526384,0.4716555272,"1,625,586",5176659,3.184488,247280
SP,3545407,Salto Grande,11966299,18313258,0.6534226925,"1,745,676",3471665,1.988722,58306
SP,3545506,Sandovalina,14377032,22419209,0.6412818305,"975,414",2101054,2.154013,149201
SP,3545605,Santa Adélia,19078204,30844321,0.6185321342,"3,885,974",5249928,1.350994,97024
SP,3545704,Santa Albertina,9145961,15528433,0.5889815628,"1,494,288",1617016,1.082132,31780
SP,3545803,Santa Bárbara d'Oeste,,,#DIV/0!,"5,439,309",24960181,4.588852,1690451
SP,3546009,Santa Branca,,,#DIV/0!,"587,637",1560051,2.654789,65015
SP,3546108,Santa Clara d'Oeste,6887299,11714324,0.5879382365,"1,171,255",1959191,1.672728,10756
SP,3546207,Santa Cruz da Conceição,8391894,14645171,0.5730144086,"2,222,983",3212841,1.445284,31603
SP,3546256,Santa Cruz da Esperança,5169480,10760166,0.4804275431,"80,800",711119,8.800978,16413
SP,3546306,Santa Cruz das Palmeiras,,,#DIV/0!,"759,389",5007570,6.594210,137736
SP,3546405,Santa Cruz do Rio Pardo,35630186,83214073,0.4281750042,"1,797,539",9047872,5.033477,434664
SP,3546504,Santa Ernestina,7421779,12688429,0.5849249503,"1,032,829",1446066,1.400102,22621
SP,3546603,Santa Fé do Sul,48714021,82009286,0.5940061613,"8,567,760",9899871,1.155480,272323
SP,3546702,Santa Gertrudes,35351314,63614933,0.5557077967,"1,580,788",9227519,5.837292,184870
SP,3546801,Santa Isabel,55436216,98867539,0.5607120027,"743,152",9078093,12.215662,338365
SP,3546900,Santa Lúcia,9303198,14897959,0.6244612696,"829,994",1218717,1.468344,38050
SP,3547007,Santa Maria da Serra,9240706,14874675,0.6212375402,"721,537",986043,1.366586,33262
SP,3547106,Santa Mercedes,7453047,11423823,0.6524126818,"642,020",636129,0.990824,16375
SP,3547205,Santana da Ponte Pensa,5182724,9011029,0.5751533799,"752,239",1122222,1.491842,9826
SP,3547304,Santana de Parnaíba,260351407,493430846,0.5276350464,"1,440,902",39004105,27.069222,1624708
