Sigla,Codigo,Município,Despesa,Receita,score_total,Receita-capital,Despesa-capital,score_capital,PIB
AC,1200013,Acrelândia,13449378,20941097,0.6422480018,"851,373",1460736,1.715742,83677
AC,1200054,Assis Brasil,,,#DIV/0!,"788,529",732039,0.928360,24381
AC,1200104,Brasiléia,17372693,27977415,0.6209541928,"3,210,334",3950346,1.230509,101848
AC,1200138,Bujari,7696779,12309574,0.6252677136,"1,365,250",2288991,1.676609,61618
AC,1200179,Capixaba,,,#DIV/0!,0,19082,#DIV/0!,61060
AC,1200203,Cruzeiro do Sul,55921434,82466086,0.6781143264,"6,889,633",10917092,1.584568,372521
AC,1200252,Epitaciolândia,12123098,19209985,0.6310831534,"1,689,572",2680987,1.586785,66907
AC,1200302,Feijó,,,#DIV/0!,"2,523,237",1218840,0.483046,118033
AC,1200328,Jordão,10876776,16725725,0.650302253,"1,474,039",868922,0.589484,21576
AC,1200336,Mâncio Lima,15678073,23070884,0.6795610103,"2,342,395",3244686,1.385200,55177
AC,1200344,Manoel Urbano,,,#DIV/0!,"774,689",1340042,1.729782,30133
AC,1200351,Marechal Thaumaturgo,,,#DIV/0!,"1,629,813",1858693,1.140433,50610
AC,1200385,Plácido de Castro,,,#DIV/0!,0,1401753,#DIV/0!,89317
AC,1200393,Porto Walter,10675558,16139069,0.6614729797,"1,234,820",1656482,1.341476,38740
AC,1200401,Rio Branco,217763730,476304680,0.4571941837,"6,730,559",54064315,8.032663,1923620
AC,1200427,Rodrigues Alves,,,#DIV/0!,"1,517,867",3076664,2.026966,104737
AC,1200435,Santa Rosa do Purus,10120966,15800150,0.6405613858,"471,030",1271748,2.699927,15945
AC,1200450,Senador Guiomard,18570186,27010798,0.6875097157,"921,638",2467451,2.677245,110743
AC,1200500,Sena Madureira,23804455,42756892,0.5567396026,"1,751,817",5139352,2.933726,175572
AC,1200609,Tarauacá,27380855,44810866,0.6110315917,"936,887",1926386,2.056157,129849
AC,1200708,Xapuri,,,#DIV/0!,0,1666565,#DIV/0!,78902
AC,1200807,Porto Acre,,,#DIV/0!,"1,518,235",1838340,1.210840,67247
AL,2700102,Água Branca,19624780,32614114,0.6017266099,"474,173",1840346,3.881172,30518
AL,2700201,Anadia,,,#DIV/0!,"703,680",1712265,2.433300,32869
AL,2700300,Arapiraca,156369241,319223473,0.4898425539,"20,654,127",23137418,1.120232,839462
AL,2700409,Atalaia,41007570,68877935,0.5953658443,"430,250",2840891,6.602884,101916
AL,2700508,Barra de Santo Antônio,17112961,26677000,0.6414874537,"195,705",6520830,33.319704,27345
AL,2700607,Barra de São Miguel,11444404,20129033,0.5685521235,"15,967,132",16340499,1.023383,23157
AL,2700706,Batalha,14626019,29809901,0.4906430136,"510,094",220845,0.432950,32847
AL,2700805,Belém,,,#DIV/0!,0,155922,#DIV/0!,9380
AL,2700904,Belo Monte,9522647,15122299,0.6297089171,"103,781",534897,5.154108,15426
AL,2701001,Boca da Mata,24976582,45379519,0.5503932792,"738,531",2407553,3.259921,73203
AL,2701100,Branquinha,13444032,21735120,0.6185395864,"829,840",1657944,1.997909,19578
AL,2701209,Cacimbinhas,10390056,18053783,0.5755057449,"742,096",660930,0.890626,19192
AL,2701308,Cajueiro,,,#DIV/0!,"1,165,889",2837091,2.433415,38253
AL,2701357,Campestre,,,#DIV/0!,"334,845",609970,1.821649,12587
AL,2701407,Campo Alegre,35398322,55227444,0.6409552831,"773,300",2048300,2.648778,93701
AL,2701506,Campo Grande,,,#DIV/0!,"230,970",126087,0.545902,15083
AL,2701605,Canapi,17185016,32208654,0.5335527557,"1,673,171",1791403,1.070663,26556
AL,2701704,Capela,22015746,32158094,0.6846097807,"604,209",1405122,2.325556,37274
AL,2701803,Carneiros,,,#DIV/0!,"2,254,982",1798414,0.797529,12264
AL,2701902,Chã Preta,9056696,14830417,0.6106838042,"1,567,546",1288373,0.821904,14311
AL,2702009,Coité do Nóia,10347906,19973667,0.5180774495,"467,990",769985,1.645302,16017
AL,2702108,Colônia Leopoldina,,,#DIV/0!,"226,400",588846,2.600910,49945
AL,2702207,Coqueiro Seco,7582132,13069188,0.5801532535,"650,000",1499352,2.306695,10048
AL,2702306,Coruripe,58271664,116540451,0.5000123404,"7,543,602",12875896,1.706863,240529
AL,2702355,Craíbas,19755083,33992326,0.5811630225,0,1104077,#DIV/0!,36935
AL,2702405,Delmiro Gouveia,57177373,88195149,0.6483051899,"1,395,945",8159104,5.844860,139753
AL,2702504,Dois Riachos,,,#DIV/0!,"542,790",883342,1.627410,16843
AL,2702553,Estrela de Alagoas,16019758,25934376,0.6177036115,"1,552,202",2156340,1.389214,25147
AL,2702603,Feira Grande,20472377,30881900,0.6629247878,"361,107",3240244,8.973098,34358
AL,2702702,Feliz Deserto,9109283,13347525,0.6824698255,"679,331",631170,0.929105,16497
AL,2702801,Flexeiras,,,#DIV/0!,"357,805",891223,2.490805,22935
AL,2702900,Girau do Ponciano,,,#DIV/0!,"1,332,356",3351468,2.515446,57514
AL,2703007,Ibateguara,17764749,25674020,0.691934856,"611,790",3253409,5.317855,26945
AL,2703106,Igaci,,,#DIV/0!,"195,000",2059294,10.560482,41649
AL,2703205,Igreja Nova,24410598,42411496,0.5755655987,"415,838",3330021,8.007986,63985
AL,2703304,Inhapi,,,#DIV/0!,0,1353441,#DIV/0!,26134
AL,2703403,Jacaré dos Homens,6652599,13820459,0.4813587396,"630,795",805889,1.277577,14211
AL,2703502,Jacuípe,8353574,13794413,0.6055766114,0,192961,#DIV/0!,14657
AL,2703601,Japaratinga,,,#DIV/0!,,,#DIV/0!,15172
AL,2703700,Jaramataia,7858635,13672300,0.5747851302,"399,542",714711,1.788827,11181
AL,2703759,Jequiá da Praia,15549968,27357078,0.5684075003,"1,899,319",3429279,1.805531,51895
AL,2703809,Joaquim Gomes,,,#DIV/0!,"121,770",570346,4.683797,34977
AL,2703908,Jundiá,8047975,12175559,0.6609943159,0,83889,#DIV/0!,11380
AL,2704005,Junqueiro,,,#DIV/0!,"207,600",1837605,8.851641,49537
AL,2704104,Lagoa da Canoa,16592601,31766401,0.5223317932,"483,413",1647041,3.407108,30732
AL,2704203,Limoeiro de Anadia,24917775,37660844,0.6616361425,"909,650",1712313,1.882387,40161
AL,2704302,Maceió,658472111,1405425149,0.468521651,"22,120,408",92960801,4.202490,5405296
AL,2704401,Major Isidoro,16808253,30052980,0.5592874075,"1,125,984",1300627,1.155103,36694
AL,2704500,Maragogi,28376613,47775271,0.5939602625,"2,017,757",2844840,1.409903,58004
AL,2704609,Maravilha,11072239,21485174,0.5153432113,"38,963",663036,17.016893,17122
AL,2704708,Marechal Deodoro,60300242,107383564,0.5615407037,"7,257,306",9865087,1.359332,338778
AL,2704807,Maribondo,12620655,22838914,0.5525943736,"316,982",1333301,4.206236,27315
AL,2704906,Mar Vermelho,,,#DIV/0!,"157,585",659599,4.185675,7186
AL,2705002,Mata Grande,19320649,42323527,0.4564990278,"232,000",1433657,6.179567,34935
AL,2705101,Matriz de Camaragibe,,,#DIV/0!,0,772296,#DIV/0!,50593
AL,2705200,Messias,17724766,29077338,0.6095732,"492,404",1297885,2.635816,30596
AL,2705309,Minador do Negrão,7889535,13157415,0.5996265303,"404,015",879190,2.176131,10891
AL,2705408,Monteirópolis,8359824,14618205,0.5718776006,"484,662",1084728,2.238111,11477
AL,2705507,Murici,26671236,43638434,0.6111868165,"570,677",3239309,5.676256,54936
AL,2705606,Novo Lino,13032602,21405219,0.6088516096,"109,177",6383939,58.473333,25099
AL,2705705,Olho d'Água das Flores,16620140,31277359,0.5313792688,"1,205,579",1808951,1.500483,39025
AL,2705804,Olho d'Água do Casado,11468216,17712674,0.6474582028,873,1085757,1243.679412,15062
AL,2705903,Olho d'Água Grande,,,#DIV/0!,"576,767",1174839,2.036940,8718
AL,2706000,Olivença,12733802,20407962,0.6239624608,"495,750",1884107,3.800518,17908
AL,2706109,Ouro Branco,9480398,18729113,0.5061850936,"609,150",1021823,1.677458,16111
AL,2706208,Palestina,,,#DIV/0!,,,#DIV/0!,7688
AL,2706307,Palmeira dos Índios,,,#DIV/0!,"1,215,745",3288602,2.705011,185919
AL,2706406,Pão de Açúcar,20892915,40729425,0.5129685836,"1,619,382",1354828,0.836633,41742
AL,2706422,Pariconha,11184776,18802921,0.5948424988,"815,232",1397179,1.713842,15410
AL,2706448,Paripueira,10533629,17585675,0.5989891649,"100,006",398398,3.983723,25059
AL,2706505,Passo de Camaragibe,,,#DIV/0!,"40,000",734010,18.350250,30805
AL,2706604,Paulo Jacinto,6642347,13352791,0.4974501334,"880,349",838476,0.952436,12152
AL,2706703,Penedo,48395689,87125730,0.5554695413,"4,942,116",9528036,1.927926,158574
AL,2706802,Piaçabuçu,20704854,29260575,0.707602435,"1,048,970",1512310,1.441710,34884
AL,2706901,Pilar,12798341,70755745,0.180880592,"1,031,049",3219102,3.122163,91426
AL,2707008,Pindoba,7170851,10293976,0.6966065233,"145,431",308015,2.117946,6985
AL,2707107,Piranhas,32742258,58866576,0.5562113486,"2,475,949",4273777,1.726117,35831
AL,2707206,Poço das Trincheiras,14774099,25722087,0.5743740517,"445,000",1134739,2.549975,19357
AL,2707305,Porto Calvo,,,#DIV/0!,"989,978",1983906,2.003990,66278
AL,2707404,Porto de Pedras,11211379,16832381,0.6660601884,"18,008,236",16808588,0.933383,16685
AL,2707503,Porto Real do Colégio,19243977,27441781,0.7012656029,0,405560,#DIV/0!,42185
AL,2707602,Quebrangulo,12598744,23621997,0.5333479701,"2,934,457",1274648,0.434373,21586
AL,2707701,Rio Largo,,,#DIV/0!,"1,242,441",2699221,2.172515,195729
AL,2707800,Roteiro,9523832,15337068,0.6209682427,"196,020",1739390,8.873533,18609
AL,2707909,Santa Luzia do Norte,,,#DIV/0!,"145,431",767595,5.278070,27768
AL,2708006,Santana do Ipanema,25850107,77375020,0.3340885267,"272,492",5010796,18.388779,98277
AL,2708105,Santana do Mundaú,,,#DIV/0!,0,434970,#DIV/0!,24297
AL,2708204,São Brás,8981976,14142643,0.6350988455,"5,900",291272,49.368136,12492
AL,2708303,São José da Laje,,,#DIV/0!,0,896092,#DIV/0!,71045
AL,2708402,São José da Tapera,33872652,47282246,0.7163926091,"76,957",2044417,26.565737,43710
AL,2708501,São Luís do Quitunde,,,#DIV/0!,,,#DIV/0!,97567
AL,2708600,São Miguel dos Campos,61224553,103504684,0.5915148036,"832,620",4105788,4.931167,271999
AL,2708709,São Miguel dos Milagres,9110177,14337453,0.6354110972,"251,349",1387195,5.519002,14743
AL,2708808,São Sebastião,27480951,51538054,0.533216698,"682,579",3710258,5.435648,61362
AL,2708907,Satuba,,,#DIV/0!,"196,515",918191,4.672371,27950
AL,2708956,Senador Rui Palmeira,13585095,21542904,0.6306064852,"1,114,382",1432885,1.285811,17831
AL,2709004,Tanque d'Arca,7088124,13300656,0.5329153984,"1,167,790",2139738,1.832297,10211
AL,2709103,Taquarana,16917820,32609763,0.5187961698,"1,533,681",2180665,1.421851,33053
AL,2709152,Teotônio Vilela,,,#DIV/0!,"3,413,892",7355418,2.154555,95853
AL,2709202,Traipu,,,#DIV/0!,"1,014,363",2907085,2.865921,34735
AL,2709301,União dos Palmares,56333740,93513893,0.6024103872,"582,650",2333596,4.005142,169486
AL,2709400,Viçosa,24796017,37623777,0.6590517827,"3,054,310",1970750,0.645236,46169
AM,1300029,Alvarães,15618789,23907074,0.6533124565,"196,515",3268386,16.631738,28105
AM,1300060,Amaturá,9260907,16625492,0.5570305255,"1,139,080",1247498,1.095180,19172
AM,1300086,Anamã,12825322,20063430,0.6392387715,"1,615,017",5264851,3.259934,22597
AM,1300102,Anori,13683704,21440811,0.6382082948,"637,386",1764495,2.768328,32620
AM,1300144,Apuí,14581431,23091918,0.6314517367,"1,013,321",2572358,2.538542,71353
AM,1300201,Atalaia do Norte,20826382,28506597,0.7305811388,"2,356,157",2947226,1.250861,29154
AM,1300300,Autazes,35874274,49935023,0.7184190846,"923,268",1572198,1.702861,88956
AM,1300409,Barcelos,16729235,34044023,0.4914000748,0,2362959,#DIV/0!,45148
AM,1300508,Barreirinha,25168961,41276136,0.6097702964,"3,293,919",5411308,1.642818,53036
AM,1300607,Benjamin Constant,33815315,49539399,0.6825943661,"2,519,612",3681412,1.461103,63749
AM,1300631,Beruri,17819600,25698401,0.6934128204,0,1301236,#DIV/0!,47033
AM,1300680,Boa Vista do Ramos,,,#DIV/0!,,,#DIV/0!,26983
AM,1300706,Boca do Acre,,,#DIV/0!,,,#DIV/0!,77568
AM,1300805,Borba,31755888,47629293,0.6667302115,"5,710,624",7441449,1.303089,76261
AM,1300839,Caapiranga,,,#DIV/0!,"6,793,874",12687423,1.867480,26855
AM,1300904,Canutama,13848685,20769804,0.6667701246,"234,176",1760257,7.516801,27178
AM,1301001,Carauari,20154878,35899466,0.5614255812,"1,664,733",2160530,1.297823,54041
AM,1301100,Careiro,28603062,42447962,0.6738382788,"4,456,486",6109887,1.371010,72630
AM,1301159,Careiro da Várzea,22094406,32686138,0.6759564626,"2,447,662",2742293,1.120372,76812
AM,1301209,Coari,131065716,221986534,0.590421922,"721,813",9743187,13.498207,614159
AM,1301308,Codajás,,,#DIV/0!,"5,426,241",5544172,1.021733,58525
AM,1301407,Eirunepé,,,#DIV/0!,,,#DIV/0!,59080
AM,1301506,Envira,14035540,23608909,0.5945018243,"1,552,706",2181740,1.405121,42297
AM,1301605,Fonte Boa,22150129,34015030,0.6511865312,"4,739,913",5298500,1.117848,55058
AM,1301654,Guajará,11207084,22405438,0.5001948304,0,743398,#DIV/0!,27558
AM,1301704,Humaitá,33162217,59022013,0.5618618417,"2,696,869",5103982,1.892558,112148
AM,1301803,Ipixuna,15412352,24588094,0.6268217346,0,256822,#DIV/0!,43208
AM,1301852,Iranduba,34117148,64217403,0.5312757392,"625,767",8220175,13.136161,144600
AM,1301902,Itacoatiara,84123211,126542103,0.6647843597,0,2952799,#DIV/0!,426430
AM,1301951,Itamarati,11556462,15405398,0.7501566655,"4,134,456",5034149,1.217609,23054
AM,1302009,Itapiranga,8816289,17004021,0.5184825892,"1,303,741",1841276,1.412302,24372
AM,1302108,Japurá,10781259,17665122,0.6103132924,"5,647,028",5552565,0.983272,16631
AM,1302207,Juruá,12829454,21656708,0.5924009138,"3,668,746",5073551,1.382912,21960
AM,1302306,Jutaí,,,#DIV/0!,0,1741758,#DIV/0!,39469
AM,1302405,Lábrea,32992984,49877388,0.6614817911,"3,628,322",4497334,1.239508,125041
AM,1302504,Manacapuru,,,#DIV/0!,"11,540,189",20637265,1.788295,278503
AM,1302553,Manaquiri,19179956,30443234,0.6300235997,"1,508,212",5184649,3.437612,54540
AM,1302603,Manaus,1217311637,2682339517,0.4538245919,"78,883,381",407998116,5.172168,21684451
AM,1302702,Manicoré,25998668,50444338,0.5153931864,"628,809",1698372,2.700937,162184
AM,1302801,Maraã,20261980,31064040,0.6522647951,"3,613,110",5696090,1.576506,37166
AM,1302900,Maués,,,#DIV/0!,"1,862,475",7562103,4.060245,122747
AM,1303007,Nhamundá,14256770,27933888,0.5103754336,"1,104,229",2736334,2.478050,32233
AM,1303106,Nova Olinda do Norte,26310658,43081302,0.6107210475,"1,933,148",4135726,2.139373,67563
AM,1303205,Novo Airão,,,#DIV/0!,0,981567,#DIV/0!,31327
AM,1303304,Novo Aripuanã,,,#DIV/0!,"893,001",4824851,5.402966,46324
AM,1303403,Parintins,94643999,129894727,0.7286207945,"6,163,869",13411075,2.175756,301370
AM,1303502,Pauini,17772862,28554919,0.6224098041,"6,604,346",6913063,1.046744,43340
AM,1303536,Presidente Figueiredo,67129602,121840985,0.5509607669,"3,208,905",8223733,2.562784,191302
AM,1303569,Rio Preto da Eva,22136970,38688714,0.5721815875,"5,481,360",6064875,1.106454,99445
AM,1303601,Santa Isabel do Rio Negro,16393608,25185545,0.6509133783,"2,981,944",4585169,1.537644,33271
AM,1303700,Santo Antônio do Içá,22665876,31261750,0.7250354336,"323,435",2520129,7.791771,44163
AM,1303809,São Gabriel da Cachoeira,39880815,52950665,0.753169293,"2,479,900",2261996,0.912132,78591
AM,1303908,São Paulo de Olivença,28733416,38723653,0.7420120355,"1,618,159",5526695,3.415421,57918
AM,1303957,São Sebastião do Uatumã,9866008,16942827,0.5823117835,"867,356",1584031,1.826274,22250
AM,1304005,Silves,10232262,17890723,0.5719311532,"1,294,174",3017068,2.331269,26612
AM,1304062,Tabatinga,,,#DIV/0!,"754,805",3624400,4.801768,103595
AM,1304104,Tapauá,19285391,29030465,0.6643156103,"870,869",1477839,1.696971,47471
AM,1304203,Tefé,57771005,76221892,0.7579319186,"473,802",4777185,10.082670,165052
AM,1304237,Tonantins,14858318,26112590,0.5690097494,"2,368,600",3337030,1.408862,37124
AM,1304260,Uarini,17678212,23935267,0.7385842705,"1,586,392",2959413,1.865499,45857
AM,1304302,Urucará,18518329,33286393,0.5563332984,"187,599",1477284,7.874695,48206
AM,1304401,Urucurituba,13047040,25616845,0.509314857,"2,191,092",2960910,1.351340,38018
AP,1600055,Serra do Navio,5646672,10380124,0.5439888539,"2,904,334",1405552,0.483950,57560
AP,1600105,Amapá,,,#DIV/0!,,,#DIV/0!,39948
AP,1600154,Pedra Branca do Amaparí,17950008,18424105,0.9742676053,"10,287,158",6339583,0.616262,51901
AP,1600204,Calçoene,8411949,12361088,0.6805185558,"3,145,431",516510,0.164210,51401
AP,1600212,Cutias,4376188,7165884,0.6106975069,"4,493,550",2188444,0.487019,28469
AP,1600238,Ferreira Gomes,8931014,14356434,0.62209138,"289,450",270738,0.935354,34630
AP,1600253,Itaubal,,,#DIV/0!,0,298428,#DIV/0!,16954
AP,1600279,Laranjal do Jari,32775068,45807281,0.7154991011,0,6956536,#DIV/0!,158734
AP,1600303,Macapá,274047471,468030673,0.5855331432,"15,655,679",22492814,1.436719,2326986
AP,1600402,Mazagão,12934543,22056562,0.5864260432,"684,288",1366088,1.996363,61581
AP,1600501,Oiapoque,11866704,20243248,0.5862055511,"246,722",187168,0.758618,105423
AP,1600535,Porto Grande,11332623,20014539,0.5662195425,"3,079,275",2600182,0.844414,76949
AP,1600550,Pracuúba,4627847,6828789,0.6776965664,"712,893",664567,0.932211,16582
AP,1600600,Santana,,,#DIV/0!,"36,050",4964976,137.724716,554295
AP,1600709,Tartarugalzinho,6293201,12500367,0.5034413006,"891,696",2336914,2.620751,54804
AP,1600808,Vitória do Jari,15545891,21373657,0.727338842,"543,654",1739000,3.198728,52048
BA,2900108,Abaíra,7697586,13159233,0.5849569928,"263,721",651090,2.468861,15763
BA,2900207,Abaré,16168656,18533441,0.8724043956,0,2034859,#DIV/0!,28629
BA,2900306,Acajutiba,,,#DIV/0!,,,#DIV/0!,32178
BA,2900355,Adustina,14175451,24154858,0.5868571478,0,628717,#DIV/0!,42696
BA,2900405,Água Fria,16871890,25937939,0.6504715087,"68,650",1123119,16.359963,33894
BA,2900504,Érico Cardoso,10067400,17280243,0.5825960014,"340,430",1362711,4.002911,17379
BA,2900603,Aiquara,5941591,11584487,0.5128919982,"625,741",1436435,2.295573,11371
BA,2900702,Alagoinhas,95153886,180971544,0.5257947424,"13,092,733",16480070,1.258719,721266
BA,2900801,Alcobaça,22952654,42344590,0.5420445448,"8,251,678",11095477,1.344633,100155
BA,2900900,Almadina,,,#DIV/0!,,,#DIV/0!,13351
BA,2901007,Amargosa,24320618,41957196,0.5796530935,"977,795",1972535,2.017331,83381
BA,2901106,Amélia Rodrigues,18215286,32598557,0.5587758312,"851,660",2201927,2.585453,57682
BA,2901155,América Dourada,12544318,25789013,0.4864210053,"352,431",2293326,6.507164,30745
BA,2901205,Anagé,,,#DIV/0!,"24,384",914754,37.513872,39340
BA,2901304,Andaraí,14801783,24495480,0.6042658823,"2,013,890",2661275,1.321460,24227
BA,2901353,Andorinha,13575148,25978608,0.5225510027,"104,393",498016,4.770584,52025
BA,2901403,Angical,12478609,23418509,0.5328524376,0,1955207,#DIV/0!,30316
BA,2901502,Anguera,8111378,14867067,0.5455936905,"679,707",1044923,1.537314,13339
BA,2901601,Antas,,,#DIV/0!,"891,119",2496035,2.801013,29427
BA,2901700,Antônio Cardoso,10203058,18303758,0.5574296844,"820,651",998905,1.217211,25694
BA,2901809,Antônio Gonçalves,,,#DIV/0!,0,716385,#DIV/0!,17686
BA,2901908,Aporá,,,#DIV/0!,0,841220,#DIV/0!,28463
BA,2901957,Apuarema,9332699,13207730,0.706608852,"346,515",947773,2.735156,15965
BA,2902005,Aracatu,12824142,23087711,0.5554531328,"810,471",1018585,1.256782,23018
BA,2902054,Araças,,,#DIV/0!,"601,920",5078037,8.436399,56187
BA,2902104,Araci,49094320,77996159,0.629445348,0,5878110,#DIV/0!,88228
BA,2902203,Aramari,8454206,13862312,0.6098698655,"389,150",574648,1.476676,23497
BA,2902252,Arataca,,,#DIV/0!,"182,873",482768,2.639905,27038
BA,2902302,Aratuípe,7603447,14236019,0.5340992791,"490,718",1342975,2.736758,16624
BA,2902401,Aurelino Leal,,,#DIV/0!,,,#DIV/0!,21601
BA,2902500,Baianópolis,10710596,24457889,0.4379198655,"638,278",1436993,2.251360,32458
BA,2902609,Baixa Grande,17857732,27889119,0.6403117847,"447,558",1512843,3.380215,34078
BA,2902658,Banzaê,12712709,20300430,0.6262285708,"1,348,706",1515414,1.123606,19297
BA,2902708,Barra,40618012,71670012,0.5667364981,"3,395,773",6793988,2.000719,76720
BA,2902807,Barra da Estiva,16489684,30964432,0.5325362992,"2,021,641",2603999,1.288062,56186
BA,2902906,Barra do Choça,36867686,53787594,0.6854310386,"1,417,127",2770436,1.954966,109270
BA,2903003,Barra do Mendes,11300109,21732876,0.5199546198,"682,453",605125,0.886691,26804
BA,2903102,Barra do Rocha,,,#DIV/0!,"18,500",1201408,64.940973,14358
BA,2903201,Barreiras,108848724,236763760,0.4597355764,"3,202,387",12596054,3.933332,836272
BA,2903235,Barro Alto,,,#DIV/0!,"1,619,724",2198447,1.357297,22180
BA,2903276,Barrocas,,,#DIV/0!,"1,586,679",5219632,3.289659,64404
BA,2903300,Governador Lomanto Júnior,,,#DIV/0!,0,927880,#DIV/0!,14341
BA,2903409,Belmonte,25968090,38472350,0.6749805953,"1,444,460",3336641,2.309958,71330
BA,2903508,Belo Campo,13397755,26187240,0.5116138539,"1,335,336",1185538,0.887820,28478
BA,2903607,Biritinga,15825640,25526793,0.6199619319,"244,885",1163421,4.750894,29054
BA,2903706,Boa Nova,,,#DIV/0!,0,1004844,#DIV/0!,27666
BA,2903805,Boa Vista do Tupim,18217601,30983215,0.5879829032,"763,526",1437232,1.882362,35925
BA,2903904,Bom Jesus da Lapa,51821495,89161516,0.5812092186,"12,069,181",20423100,1.692170,187093
BA,2903953,Bom Jesus da Serra,10587431,16450531,0.6435920182,0,1949882,#DIV/0!,14990
BA,2904001,Boninal,10600253,21279961,0.4981330958,"100,000",482244,4.822440,21671
BA,2904050,Bonito,,,#DIV/0!,0,0,#DIV/0!,55268
BA,2904100,Boquira,16545770,30102014,0.5496565811,"42,550",1941275,45.623277,33995
BA,2904209,Botuporã,11282405,21872165,0.5158339409,0,763270,#DIV/0!,20445
BA,2904308,Brejões,,,#DIV/0!,0,0,#DIV/0!,41029
BA,2904407,Brejolândia,7092048,16349888,0.4337674092,"601,920",2052319,3.409621,20893
BA,2904506,Brotas de Macaúbas,11639855,22101633,0.5266513525,"457,026",1628984,3.564317,21745
BA,2904605,Brumado,44068690,93812776,0.4697514747,"2,660,310",10082086,3.789817,280411
BA,2904704,Buerarema,17241795,24737631,0.6969864862,"249,786",678856,2.717754,48715
BA,2904753,Buritirama,,,#DIV/0!,"321,107",2424232,7.549620,28507
BA,2904803,Caatiba,9031654,16936440,0.533267545,"1,042,153",1014098,0.973080,18953
BA,2904852,Cabaceiras do Paraguaçu,16745373,25826451,0.6483807013,"928,083",1904684,2.052277,27786
BA,2904902,Cachoeira,21956972,39866885,0.5507571589,"648,623",4641569,7.156038,97786
BA,2905008,Caculé,14984293,29401712,0.5096401618,"1,017,876",2932962,2.881454,60301
BA,2905107,Caém,9277857,18862321,0.4918725311,"928,650",1230990,1.325569,17992
BA,2905156,Caetanos,11265339,18108534,0.6221011163,"42,072",366622,8.714086,17385
BA,2905206,Caetité,43283296,66562089,0.6502694925,"2,331,875",5085266,2.180762,122520
BA,2905305,Cafarnaum,14409111,27397010,0.5259373613,"486,828",2488486,5.111636,30286
BA,2905404,Cairu,26391583,68346402,0.3861444357,"2,382,700",10274788,4.312246,307967
BA,2905503,Caldeirão Grande,14416252,22539696,0.6395939022,"60,000",641968,10.699467,22128
BA,2905602,Camacan,26437364,40089332,0.6594613298,"204,829",2788583,13.614219,74672
BA,2905701,Camaçari,308262126,729894639,0.4223378414,"3,169,320",80477812,25.392767,5969945
BA,2905800,Camamu,32133792,48807904,0.6583727152,"1,305,515",2547750,1.951529,81482
BA,2905909,Campo Alegre de Lourdes,22170508,38733397,0.5723873935,"932,000",4762309,5.109774,48320
BA,2906006,Campo Formoso,51775672,104493790,0.4954904153,0,5457914,#DIV/0!,183075
BA,2906105,Canápolis,9370304,17300969,0.5416057255,"599,915",1262918,2.105161,16853
BA,2906204,Canarana,22181059,33719079,0.6578192315,"1,382,914",1674761,1.211038,46744
BA,2906303,Canavieiras,28396840,41867524,0.6782545787,"1,065,514",1792075,1.681888,73439
BA,2906402,Candeal,,,#DIV/0!,0,341279,#DIV/0!,13596
BA,2906501,Candeias,109754254,184201205,0.595838961,"1,070,000",11164628,10.434232,1876186
BA,2906600,Candiba,9138094,17239227,0.5300756133,"668,587",2023284,3.026211,23714
BA,2906709,Cândido Sales,29594942,40703257,0.7270902623,"609,256",2170764,3.562976,47914
BA,2906808,Cansanção,30771178,47390752,0.6493076466,"328,019",1259010,3.838223,56077
BA,2906824,Canudos,,,#DIV/0!,"1,179,115",1615652,1.370224,29742
BA,2906857,Capela do Alto Alegre,10115640,18524048,0.5460815125,"36,991",1072630,28.997187,20967
BA,2906873,Capim Grosso,25221576,36248992,0.6957869494,"331,650",2022452,6.098152,62357
BA,2906899,Caraíbas,11392420,18858467,0.6041010732,"260,000",950532,3.655892,15833
BA,2906907,Caravelas,24534366,42266879,0.5804631679,0,3177460,#DIV/0!,130491
BA,2907004,Cardeal da Silva,13105700,18579684,0.7053779972,"1,131,988",921348,0.813920,23256
BA,2907103,Carinhanha,22033356,41459607,0.5314415163,"508,517",3210982,6.314409,48028
BA,2907202,Casa Nova,,,#DIV/0!,"487,500",4000956,8.207089,150849
BA,2907301,Castro Alves,22825679,35477105,0.6433918275,"1,029,420",1306561,1.269221,55585
BA,2907400,Catolândia,5127607,9981123,0.5137304746,"121,770",173262,1.422863,9682
BA,2907509,Catu,42563801,75481803,0.5638948608,"2,620,542",2989308,1.140721,154177
BA,2907558,Caturama,8695745,13443580,0.6468325526,"562,990",1090038,1.936159,13856
BA,2907608,Central,,,#DIV/0!,"1,530,029",1736448,1.134912,28980
BA,2907707,Chorrochó,11634421,18100197,0.642778702,"476,396",1008710,2.117379,21445
BA,2907806,Cícero Dantas,23427957,38445166,0.6093862922,"1,352,052",3532076,2.612381,61304
BA,2907905,Cipó,14854611,24457068,0.607374957,"182,827",1508024,8.248354,30748
BA,2908002,Coaraci,20217114,30090588,0.6718750092,"336,220",2819377,8.385518,44048
BA,2908101,Cocos,20061500,34925663,0.5744057092,"1,037,296",3099885,2.988430,63985
BA,2908200,Conceição da Feira,14993243,26341261,0.5691923158,"816,163",1472006,1.803568,46564
BA,2908309,Conceição do Almeida,12736801,23677516,0.5379280954,"331,650",752328,2.268440,32894
BA,2908408,Conceição do Coité,42523730,70896744,0.5997980648,"114,767",4818419,41.984418,142987
BA,2908507,Conceição do Jacuípe,15301880,38654237,0.3958655361,"446,806",3957922,8.858250,237835
